,artist,artist_name,album_release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name
4413,Marvin Gaye,Marvin Gaye,1982,0.866,0.638,6,-7.779,0,0.0343,0.253,0.000251,0.0784,0.8,104.048,Turn on Some Music
4414,Marvin Gaye,Marvin Gaye,1982,0.788,0.669,7,-8.416,1,0.033,0.558,0.00559,0.0719,0.968,140.195,Third World Girl
4415,Marvin Gaye,Marvin Gaye,1982,0.815,0.774,10,-6.476,0,0.0402,0.196,0.116,0.0926,0.863,117.502,Joy
4416,Marvin Gaye,Marvin Gaye,1982,0.754,0.601,11,-8.536,0,0.0366,0.514,1.21E-05,0.255,0.871,92.406,My Love Is Waiting
4417,Marvin Gaye,Marvin Gaye,1982,0.75,0.596,3,-8.995,0,0.03,0.345,0.871,0.0426,0.749,125.057,Rockin' After Midnight - Instrumental
4418,Marvin Gaye,Marvin Gaye,1981,0.649,0.812,1,-7.933,0,0.0283,0.028,0.0162,0.0408,0.879,116.68,Praise
4419,Marvin Gaye,Marvin Gaye,1981,0.625,0.7,6,-7.918,1,0.0275,0.0362,0.00591,0.092,0.861,148.814,Life Is For Learning
4420,Marvin Gaye,Marvin Gaye,1981,0.651,0.801,8,-8.423,0,0.0383,0.0404,0,0.0516,0.929,120.058,Love Party
4421,Marvin Gaye,Marvin Gaye,1981,0.702,0.874,5,-7.98,0,0.0396,0.0927,0.0192,0.109,0.814,113.261,Funk Me
4422,Marvin Gaye,Marvin Gaye,1981,0.855,0.36,8,-13.159,1,0.0471,0.103,0.00136,0.12,0.52,107.69,Far Cry
4423,Marvin Gaye,Marvin Gaye,1981,0.477,0.431,5,-9.573,1,0.0385,0.724,0.00543,0.125,0.797,80.279,Love Me Now Or Love Me Later
4424,Marvin Gaye,Marvin Gaye,1981,0.672,0.567,11,-9.164,0,0.0304,0.0168,0.0402,0.216,0.879,98.182,Heavy Love Affair - Single Version
4425,Marvin Gaye,Marvin Gaye,1981,0.803,0.711,2,-8.213,1,0.0418,0.218,0.00612,0.356,0.656,119.199,In Our Lifetime
4426,Marvin Gaye,Marvin Gaye,1981,0.563,0.731,0,-12.163,1,0.0393,0.118,0.806,0.928,0.769,128.617,Nuclear Juice - Instrumental
4427,Marvin Gaye,Marvin Gaye,1981,0.874,0.668,3,-7.767,0,0.0367,0.0335,0.0548,0.1,0.848,120.645,Ego Tripping Out - LP Mix
4428,Marvin Gaye,Marvin Gaye,1981,0.573,0.371,5,-12.699,0,0.0397,0.0801,0.00169,0.129,0.432,107.608,Far Cry - Unedited
4429,Marvin Gaye,Marvin Gaye,1981,0.8,0.583,10,-10.56,0,0.0375,0.337,0.00101,0.0636,0.846,120.759,Ego Tripping Out - Single Version
4430,Marvin Gaye,Marvin Gaye,1981,0.742,0.613,10,-13.199,0,0.0281,0.0402,0.858,0.075,0.95,120.666,Ego Tripping Out - Instrumental
4431,Marvin Gaye,Marvin Gaye,1981,0.683,0.811,11,-7.407,1,0.0319,0.0203,0.0199,0.134,0.869,115.646,Praise - Odyssey Studios Mix
4432,Marvin Gaye,Marvin Gaye,1981,0.751,0.695,10,-7.634,0,0.0391,0.595,0.00459,0.121,0.894,148.385,Life Is For Learning - Odyssey Studios Mix
4433,Marvin Gaye,Marvin Gaye,1981,0.701,0.647,11,-7.241,0,0.0427,0.257,0.000518,0.0963,0.887,97.564,Heavy Love Affair - Odyssey Studios Mix
4434,Marvin Gaye,Marvin Gaye,1981,0.572,0.444,2,-10.223,0,0.0449,0.576,0.0103,0.161,0.721,119.807,Love Me Now Or Love Me Later - Odyssey Studios Mix
4435,Marvin Gaye,Marvin Gaye,1981,0.89,0.591,1,-8.266,1,0.0367,0.238,0.125,0.0733,0.839,119.931,Ego Tripping Out - Odyssey Studios Mix
4436,Marvin Gaye,Marvin Gaye,1981,0.847,0.52,0,-8.906,0,0.0487,0.439,0.106,0.106,0.906,112.875,Funk Me - Odyssey Studios Mix
4437,Marvin Gaye,Marvin Gaye,1981,0.871,0.672,11,-6.428,0,0.0483,0.288,0.00366,0.116,0.963,118.281,In Our Lifetime - Odyssey Studios Mix
4438,Marvin Gaye,Marvin Gaye,1981,0.75,0.637,6,-8.224,1,0.0394,0.209,3.45E-05,0.0675,0.96,119.726,Love Party - Odyssey Studios Mix
4439,Marvin Gaye,Marvin Gaye,1981,0.594,0.718,11,-8.051,0,0.0895,0.0306,0,0.152,0.732,98.182,Life's A Game Of Give And Take
4440,Marvin Gaye,Marvin Gaye,1981,0.714,0.793,6,-6.623,1,0.0422,0.519,0,0.0829,0.961,147.491,Life Is Now In Session
4441,Marvin Gaye,Marvin Gaye,1981,0.737,0.801,2,-7.289,1,0.0324,0.14,0.000972,0.262,0.91,119.051,I Offer You Nothing But Love
4442,Marvin Gaye,Marvin Gaye,1981,0.448,0.554,5,-7.343,1,0.0315,0.561,0,0.0966,0.819,79.689,Just Because You're So Pretty
4443,Marvin Gaye,Marvin Gaye,1981,0.644,0.658,8,-8.495,0,0.0565,0.0878,0,0.11,0.586,120.094,Dance 'N' Be Happy
4444,Marvin Gaye,Marvin Gaye,1981,0.731,0.711,5,-6.423,0,0.0343,0.383,0,0.368,0.813,113.216,"Funk Me, Funk Me, Funk Me"
4445,Marvin Gaye,Marvin Gaye,1981,0.692,0.808,11,-7.752,1,0.0458,0.125,7.56E-06,0.664,0.84,116.274,A Lover's Plea
4446,Marvin Gaye,Marvin Gaye,1981,0.795,0.68,10,-9.65,0,0.0304,0.296,0.000744,0.0545,0.858,120.226,Ego Tripping Out
4447,Marvin Gaye,Marvin Gaye,1981,0.642,0.882,1,-7.325,0,0.0375,0.0979,0.00475,0.025,0.796,116.554,Praise
4448,Marvin Gaye,Marvin Gaye,1981,0.573,0.716,10,-8.116,0,0.034,0.102,0.000626,0.175,0.879,74.298,Life Is For Learning
4449,Marvin Gaye,Marvin Gaye,1981,0.636,0.777,8,-9.343,0,0.0429,0.166,0,0.0664,0.901,119.944,Love Party
4450,Marvin Gaye,Marvin Gaye,1981,0.692,0.808,5,-9.424,0,0.0408,0.159,0.00385,0.0923,0.731,113.212,Funk Me
4451,Marvin Gaye,Marvin Gaye,1981,0.87,0.415,5,-10.927,0,0.0415,0.116,0.000158,0.0807,0.601,107.834,Far Cry
4452,Marvin Gaye,Marvin Gaye,1981,0.625,0.461,2,-8.917,0,0.0372,0.756,0.00402,0.129,0.781,79.607,Love Me Now Or Love Me Later
4453,Marvin Gaye,Marvin Gaye,1981,0.677,0.586,11,-8.656,0,0.0333,0.0488,0.000223,0.266,0.877,98.094,Heavy Love Affair
4454,Marvin Gaye,Marvin Gaye,1981,0.772,0.691,2,-9.608,1,0.0467,0.504,0.00629,0.294,0.68,119.114,In Our Lifetime
4455,Marvin Gaye,Marvin Gaye,1978,0.504,0.461,3,-13.522,1,0.0338,0.689,2.46E-05,0.613,0.528,91.932,"Here, My Dear"
4456,Marvin Gaye,Marvin Gaye,1978,0.489,0.257,3,-14.345,1,0.0354,0.551,0.00104,0.0886,0.222,155.356,I Met A Little Girl
4457,Marvin Gaye,Marvin Gaye,1978,0.699,0.571,5,-11.546,0,0.0546,0.479,0,0.0804,0.583,109.928,"When Did You Stop Loving Me, When Did I Stop Loving You"
4458,Marvin Gaye,Marvin Gaye,1978,0.74,0.812,4,-11.237,0,0.0758,0.576,9.23E-06,0.198,0.75,95.953,Anger
4459,Marvin Gaye,Marvin Gaye,1978,0.562,0.567,10,-11.362,0,0.0331,0.0257,0.00612,0.0598,0.688,137.766,Is That Enough
4460,Marvin Gaye,Marvin Gaye,1978,0.594,0.499,5,-12.045,0,0.0704,0.464,2.62E-06,0.158,0.449,95.484,Everybody Needs Love
4461,Marvin Gaye,Marvin Gaye,1978,0.667,0.511,10,-12.719,0,0.045,0.104,0,0.0629,0.819,94.737,Time To Get It Together
4462,Marvin Gaye,Marvin Gaye,1978,0.575,0.409,0,-11.685,0,0.0306,0.225,0.000121,0.0713,0.471,130.753,Sparrow
4463,Marvin Gaye,Marvin Gaye,1978,0.511,0.409,0,-13.703,0,0.0306,0.0963,0.000717,0.253,0.628,147.449,Anna's Song
4464,Marvin Gaye,Marvin Gaye,1978,0.651,0.585,5,-12.622,0,0.0413,0.408,0.0289,0.0556,0.471,109.784,"When Did You Stop Loving Me, When Did I Stop Loving You - Instrumental"
4465,Marvin Gaye,Marvin Gaye,1978,0.782,0.599,7,-12.639,1,0.0678,0.417,0.000181,0.0801,0.852,96.125,A Funky Space Reincarnation
4466,Marvin Gaye,Marvin Gaye,1978,0.709,0.648,8,-10.839,0,0.0384,0.326,2.06E-06,0.278,0.716,99.001,"You Can Leave, But It's Going To Cost You"
4467,Marvin Gaye,Marvin Gaye,1978,0.642,0.529,0,-11.939,0,0.0359,0.353,0.000267,0.471,0.708,91.608,Falling In Love Again
4468,Marvin Gaye,Marvin Gaye,1978,0.688,0.379,5,-17.095,0,0.0653,0.734,0.0175,0.082,0.183,108.941,"When Did You Stop Loving Me, When Did I Stop Loving You - Reprise"
4469,Marvin Gaye,Marvin Gaye,1977,0.47,0.8,4,-8.163,1,0.101,0.231,0.521,0.857,0.644,113.621,Intro Theme - Live At The London Palladium/1976
4470,Marvin Gaye,Marvin Gaye,1977,0.403,0.856,7,-5.901,1,0.222,0.66,0.000405,0.947,0.534,92.245,All The Way 'Round - Live At The London Palladium/1976
4471,Marvin Gaye,Marvin Gaye,1977,0.444,0.548,2,-8.811,0,0.212,0.649,6.87E-05,0.239,0.481,124.677,Since I Had You - Live At The London Palladium/1976
4472,Marvin Gaye,Marvin Gaye,1977,0.5,0.439,1,-9.565,1,0.12,0.59,2.22E-06,0.0897,0.619,112.419,Come Get To This - Live At The London Palladium/1976
4473,Marvin Gaye,Marvin Gaye,1977,0.546,0.456,3,-9.208,1,0.152,0.67,2.4E-05,0.557,0.488,88.517,Let's Get It On - Live At The London Palladium/1976
4474,Marvin Gaye,Marvin Gaye,1977,0.403,0.883,0,-6.912,1,0.393,0.408,0.00313,0.661,0.462,125.16,Trouble Man - Live At The London Palladium/1976
4475,Marvin Gaye,Marvin Gaye,1977,0.532,0.676,1,-7.132,1,0.141,0.627,1.4E-06,0.676,0.68,95.635,Medley I - Live At The London Palladium/1976
4476,Marvin Gaye,Marvin Gaye,1977,0.378,0.687,9,-8.936,0,0.155,0.636,0.00133,0.936,0.398,104.885,Medley II - Live At The London Palladium/1976
4477,Marvin Gaye,Marvin Gaye,1977,0.445,0.472,11,-9.963,0,0.105,0.784,2.23E-06,0.954,0.433,129.967,Medley III - Live At The London Palladium/1976
4478,Marvin Gaye,Marvin Gaye,1977,0.475,0.5,8,-21.256,1,0.799,0.757,1.94E-05,0.595,0.0467,79.198,Thanks - Live At The London Palladium/1976
4479,Marvin Gaye,Marvin Gaye,1977,0.395,0.453,1,-8.652,0,0.111,0.754,2.92E-05,0.708,0.452,149.394,Distant Lover - Live At The London Palladium/1976
4480,Marvin Gaye,Marvin Gaye,1977,0.343,0.826,8,-7.379,0,0.161,0.603,0.000415,0.934,0.35,114.987,Closing Theme/ I Want You - Live At The London Palladium/1976
4481,Marvin Gaye,Marvin Gaye,1977,0.819,0.856,2,-7.237,1,0.0322,0.097,0.00404,0.33,0.793,123.325,Got To Give It Up
4482,Marvin Gaye,Marvin Gaye,1976,0.515,0.793,1,-9.557,0,0.034,0.849,0.317,0.236,0.737,100.551,I Want You
4483,Marvin Gaye,Marvin Gaye,1976,0.577,0.679,11,-9.981,0,0.038,0.494,0.0811,0.124,0.822,80.151,Come Live With Me Angel
4484,Marvin Gaye,Marvin Gaye,1976,0.683,0.674,4,-7.889,1,0.035,0.861,0.853,0.632,0.838,108.867,After The Dance - Instrumental
4485,Marvin Gaye,Marvin Gaye,1976,0.379,0.646,3,-10.339,0,0.045,0.501,9.59E-05,0.541,0.539,146.525,Feel All My Love Inside
4486,Marvin Gaye,Marvin Gaye,1976,0.489,0.589,1,-13.904,1,0.0429,0.112,0.0088,0.0481,0.893,177.578,I Wanna Be Where You Are
4487,Marvin Gaye,Marvin Gaye,1976,0.713,0.324,1,-19.14,0,0.0583,0.602,0.431,0.352,0.974,99.032,I Want You - Intro Jam 1
4488,Marvin Gaye,Marvin Gaye,1976,0.547,0.711,7,-8.182,1,0.0361,0.457,0.000736,0.221,0.865,85.057,All The Way Around
4489,Marvin Gaye,Marvin Gaye,1976,0.586,0.718,1,-9.66,1,0.0276,0.285,0.00311,0.107,0.904,134.501,Since I Had You
4490,Marvin Gaye,Marvin Gaye,1976,0.596,0.613,1,-10.885,0,0.05,0.674,5.09E-06,0.196,0.736,95.039,Soon I'll Be Loving You Again
4491,Marvin Gaye,Marvin Gaye,1976,0.494,0.528,1,-16.438,0,0.0362,0.507,0.735,0.783,0.841,99.836,I Want You - Intro Jam 2
4492,Marvin Gaye,Marvin Gaye,1976,0.741,0.557,1,-11.159,0,0.0323,0.62,0.000745,0.192,0.843,109.689,After The Dance
4493,Marvin Gaye,Marvin Gaye,1976,0.527,0.807,6,-11.304,0,0.0703,0.527,5.44E-06,0.115,0.767,100.491,I Want You - Single Version
4494,Marvin Gaye,Marvin Gaye,1976,0.518,0.757,1,-11.737,0,0.0413,0.397,0.795,0.282,0.765,100.606,I Want You - Instrumental
4495,Marvin Gaye,Marvin Gaye,1976,0.402,0.618,3,-11.064,0,0.0307,0.42,0.352,0.275,0.474,147.049,Strange Love (Feel All My Love Inside) - Instrumental
4496,Marvin Gaye,Marvin Gaye,1976,0.557,0.336,1,-12.128,1,0.0443,0.92,6.78E-05,0.524,0.649,100.415,I Want You - A Cappella With Bass And Congas
4497,Marvin Gaye,Marvin Gaye,1976,0.431,0.655,4,-8.57,0,0.0526,0.225,0.000192,0.191,0.626,78.58,Come Live With Me Angel - Unedited Mix
4498,Marvin Gaye,Marvin Gaye,1976,0.676,0.691,1,-8.858,0,0.0358,0.391,0.865,0.209,0.756,109.913,After The Dance - Instrumental - Alternate Version
4499,Marvin Gaye,Marvin Gaye,1976,0.377,0.64,3,-9.931,0,0.0467,0.726,3.58E-05,0.259,0.567,146.933,Feel All My Love Inside - Extended Alternate Mix
4500,Marvin Gaye,Marvin Gaye,1976,0.499,0.732,1,-7.657,1,0.0471,0.279,0.341,0.0968,0.874,176.498,I Wanna Be Where You Are - Unedited Mix
4501,Marvin Gaye,Marvin Gaye,1976,0.681,0.66,1,-11.759,0,0.0424,0.489,0.904,0.0543,0.974,99.558,I Want You - Guitar Jam
4502,Marvin Gaye,Marvin Gaye,1976,0.481,0.854,7,-4.378,1,0.106,0.63,0.000956,0.458,0.67,171.01,All The Way Around - Alternate Vocal
4503,Marvin Gaye,Marvin Gaye,1976,0.551,0.741,2,-8.145,0,0.0304,0.613,0.000324,0.112,0.835,135.168,Since I Had You - Alternate Mix
4504,Marvin Gaye,Marvin Gaye,1976,0.557,0.828,1,-6.518,0,0.0623,0.607,3.44E-05,0.509,0.644,95.465,Soon I'll Be Loving You Again - Alternate Mix
4505,Marvin Gaye,Marvin Gaye,1976,0.485,0.879,1,-10.063,0,0.0477,0.144,0.799,0.151,0.686,101.26,I Want You - Jam - Alternate Mix
4506,Marvin Gaye,Marvin Gaye,1976,0.748,0.637,1,-8.402,0,0.0387,0.748,0.00951,0.156,0.806,112.74,After The Dance - Vocal - Extended Alternate Mix
4507,Marvin Gaye,Marvin Gaye,1976,0.57,0.625,5,-10.22,0,0.035,0.324,1E-05,0.0559,0.887,87.978,I Wanna Be Where You Are (After The Dance) - Alternate Lyric Version
4508,Marvin Gaye,Marvin Gaye,1976,0.322,0.867,1,-8.453,0,0.0715,0.368,0.576,0.404,0.552,174.444,You Are The Way You Are - Instrumental
4509,Marvin Gaye,Marvin Gaye,1976,0.463,0.79,5,-9.497,1,0.0664,0.241,0.371,0.109,0.765,167.398,Is Anybody Thinking About Their Living?
4510,Marvin Gaye,Marvin Gaye,1976,0.519,0.717,1,-11.702,0,0.0338,0.926,0.7,0.159,0.796,100.595,I Want You
4511,Marvin Gaye,Marvin Gaye,1976,0.554,0.684,11,-10.583,0,0.0395,0.442,0.151,0.09,0.843,79.649,Come Live With Me Angel
4512,Marvin Gaye,Marvin Gaye,1976,0.68,0.674,4,-8.544,1,0.0352,0.886,0.834,0.632,0.818,108.942,After The Dance - Instrumental
4513,Marvin Gaye,Marvin Gaye,1976,0.37,0.603,3,-11.394,0,0.0466,0.733,0.0016,0.489,0.447,147.291,Feel All My Love Inside
4514,Marvin Gaye,Marvin Gaye,1976,0.56,0.563,1,-15.218,1,0.0365,0.248,0.538,0.0691,0.881,88.7,I Wanna Be Where You Are
4515,Marvin Gaye,Marvin Gaye,1976,0.524,0.359,1,-18.593,1,0.0413,0.715,0.016,0.324,0.97,99.174,I Want You - Intro Jam 1
4516,Marvin Gaye,Marvin Gaye,1976,0.565,0.679,7,-8.678,1,0.0338,0.441,0.00311,0.248,0.892,85.238,All The Way Around
4517,Marvin Gaye,Marvin Gaye,1976,0.587,0.695,8,-10.048,1,0.0266,0.536,0.0575,0.15,0.908,134.564,Since I Had You
4518,Marvin Gaye,Marvin Gaye,1976,0.596,0.599,1,-11.378,0,0.0563,0.743,2.03E-05,0.2,0.747,95.089,Soon I'll Be Loving You Again
4519,Marvin Gaye,Marvin Gaye,1976,0.565,0.521,1,-15.822,0,0.037,0.729,0.762,0.674,0.831,99.537,I Want You - Intro Jam 2
4520,Marvin Gaye,Marvin Gaye,1976,0.734,0.49,1,-13.218,0,0.0332,0.709,0.00248,0.282,0.867,109.738,After The Dance
4521,Marvin Gaye,Marvin Gaye,1974,0.516,0.522,9,-11.898,1,0.861,0.671,0,0.958,0.285,151.203,"Introduction - Live At Oakland Coliseum, CA/1974"
4522,Marvin Gaye,Marvin Gaye,1974,0.299,0.919,9,-8.285,0,0.129,0.00777,0.774,0.335,0.194,132.262,"Overture - Live At Oakland Coliseum, CA/1974"
4523,Marvin Gaye,Marvin Gaye,1974,0.47,0.762,9,-6.871,0,0.041,0.0634,0.000751,0.346,0.539,155.728,"Trouble Man - Live At Oakland Coliseum, CA/1974"
4524,Marvin Gaye,Marvin Gaye,1974,0.32,0.405,10,-11.609,1,0.0469,0.517,0,0.7,0.48,153.829,"Flyin' High (In The Friendly Sky) / Mercy Mercy Me (The Ecology) - Live At Oakland Coliseum, CA/1974"
4525,Marvin Gaye,Marvin Gaye,1974,0.657,0.867,11,-7.679,1,0.0788,0.0962,0.000395,0.957,0.706,95.482,"Inner City Blues (Make Me Wanna Holler) - Live At Oakland Coliseum, CA/1974"
4526,Marvin Gaye,Marvin Gaye,1974,0.386,0.552,9,-9.792,1,0.0663,0.237,4.9E-06,0.939,0.478,136.153,"Distant Lover - Live At Oakland Coliseum, CA/1974"
4527,Marvin Gaye,Marvin Gaye,1974,0.368,0.395,10,-10.829,1,0.042,0.262,1.73E-06,0.846,0.18,148.84,"Jan - Live At Oakland Coliseum, CA/1974"
4528,Marvin Gaye,Marvin Gaye,1974,0.456,0.92,8,-4.89,1,0.0887,0.19,3.28E-06,0.807,0.647,172.5,"Keep Gettin' It On - Live At Oakland Coliseum, CA/1974"
4529,Marvin Gaye,Marvin Gaye,1974,0.449,0.747,0,-6.169,0,0.133,0.0743,1.28E-06,0.925,0.454,93.977,"Fossil Medley - Live At Oakland Coliseum, CA/1974"
4530,Marvin Gaye,Marvin Gaye,1974,0.483,0.634,5,-14.254,0,0.76,0.542,0,0.871,0.216,82.664,"Thanks To The Orchestra - Live At Oakland Coliseum, CA/1974"
4531,Marvin Gaye,Marvin Gaye,1974,0.576,0.886,8,-5.137,1,0.0436,0.179,0.000622,0.948,0.824,93.263,"Let's Get It On - Live At Oakland Coliseum, CA/1974"
4532,Marvin Gaye,Marvin Gaye,1974,0.569,0.926,9,-4.842,1,0.0788,0.0713,4.88E-05,0.327,0.667,95.374,"What's Going On - Live At Oakland Coliseum, CA / 1974"
4533,Marvin Gaye,Marvin Gaye,1973,0.521,0.525,10,-9.581,1,0.0463,0.0306,2.2E-05,0.145,0.495,150.392,You Are Everything
4534,Marvin Gaye,Marvin Gaye,1973,0.647,0.568,7,-11.903,1,0.0552,0.404,5.16E-05,0.059,0.776,81.104,Love Twins
4535,Marvin Gaye,Marvin Gaye,1973,0.658,0.692,9,-8.38,0,0.0467,0.175,1.6E-05,0.063,0.91,115.311,Don't Knock My Love
4536,Marvin Gaye,Marvin Gaye,1973,0.502,0.563,8,-9.626,1,0.0523,0.224,3.55E-06,0.263,0.526,152.167,You're A Special Part Of Me
4537,Marvin Gaye,Marvin Gaye,1973,0.464,0.519,8,-7.505,1,0.0304,0.427,7.73E-05,0.0931,0.48,143.023,Pledging My Love
4538,Marvin Gaye,Marvin Gaye,1973,0.435,0.537,10,-11.948,1,0.0354,0.122,6.22E-05,0.0759,0.581,79.745,"Just Say, Just Say"
4539,Marvin Gaye,Marvin Gaye,1973,0.592,0.383,8,-10.929,1,0.0276,0.319,0,0.231,0.556,83.421,"Stop, Look, Listen (To Your Heart)"
4540,Marvin Gaye,Marvin Gaye,1973,0.408,0.593,2,-8.485,1,0.0705,0.371,0,0.125,0.764,175.088,I'm Falling In Love With You
4541,Marvin Gaye,Marvin Gaye,1973,0.677,0.696,8,-9.841,1,0.0539,0.00912,4.97E-06,0.235,0.721,116.573,My Mistake (Was To Love You)
4542,Marvin Gaye,Marvin Gaye,1973,0.36,0.553,3,-10.836,0,0.204,0.132,0.0105,0.079,0.259,157.314,Include Me In Your Life
4543,Marvin Gaye,Marvin Gaye,1973,0.425,0.566,5,-7.446,1,0.0284,0.583,1.69E-05,0.149,0.572,76.752,Alone
4544,Marvin Gaye,Marvin Gaye,1973,0.501,0.81,5,-6.684,1,0.0465,0.67,0.000334,0.154,0.872,166.103,The Things I Will Not Miss
4545,Marvin Gaye,Marvin Gaye,1973,0.535,0.412,3,-10.296,1,0.0301,0.57,0.00385,0.171,0.433,78.067,I've Come To Love You So Much
4546,Marvin Gaye,Marvin Gaye,1973,0.546,0.782,5,-9.966,0,0.0574,0.0175,0,0.0574,0.75,91.033,I'll Keep My Light In My Window
4547,Marvin Gaye,Marvin Gaye,1973,0.541,0.647,3,-9.715,1,0.0599,0.0948,4.3E-06,0.0576,0.642,168.809,Let's Get It On
4548,Marvin Gaye,Marvin Gaye,1973,0.44,0.62,1,-11.124,1,0.0505,0.58,0.00107,0.246,0.851,167.222,Please Don’t Stay (Once You Go Away)
4549,Marvin Gaye,Marvin Gaye,1973,0.415,0.407,1,-10.135,1,0.0338,0.937,0.144,0.136,0.304,138.213,If I Should Die Tonight
4550,Marvin Gaye,Marvin Gaye,1973,0.556,0.63,3,-9.936,1,0.0664,0.511,0.00499,0.221,0.693,169.35,Keep Gettin' It On
4551,Marvin Gaye,Marvin Gaye,1973,0.65,0.641,0,-8.655,1,0.04,0.358,1.18E-05,0.131,0.656,114.859,Come Get To This
4552,Marvin Gaye,Marvin Gaye,1973,0.503,0.427,4,-9.155,1,0.0293,0.416,0.00339,0.0727,0.543,141.924,Distant Lover
4553,Marvin Gaye,Marvin Gaye,1973,0.507,0.565,0,-10.619,1,0.032,0.452,0.00574,0.368,0.784,84.432,You Sure Love To Ball
4554,Marvin Gaye,Marvin Gaye,1973,0.22,0.264,5,-14.222,0,0.049,0.68,2.61E-05,0.0879,0.15,57.219,Just To Keep You Satisfied
4555,Marvin Gaye,Marvin Gaye,1972,0.504,0.651,9,-7.114,0,0.0335,0.413,0.218,0.581,0.443,109.649,Main Theme From Trouble Man - 2
4556,Marvin Gaye,Marvin Gaye,1972,0.751,0.88,5,-8.223,0,0.0426,0.151,0.863,0.0703,0.916,105.974,"""T"" Plays It Cool - Soundtrack Version"
4557,Marvin Gaye,Marvin Gaye,1972,0.311,0.23,2,-10.691,0,0.0343,0.929,0.605,0.516,0.0926,72.808,"Poor Abbey Walsh - From ""Trouble Man"" Soundtrack"
4558,Marvin Gaye,Marvin Gaye,1972,0.423,0.298,0,-10.812,0,0.0382,0.934,0.845,0.189,0.139,76.364,The Break In (Police Shoot Big) - Soundtrack Version
4559,Marvin Gaye,Marvin Gaye,1972,0.401,0.243,0,-12.827,0,0.0323,0.816,0.891,0.631,0.217,140.43,"Cleo's Apartment - From ""Trouble Man"" Soundtrack"
4560,Marvin Gaye,Marvin Gaye,1972,0.677,0.415,9,-9.869,0,0.0304,0.541,0.0136,0.104,0.487,107.107,Trouble Man
4561,Marvin Gaye,Marvin Gaye,1972,0.166,0.284,7,-10.456,0,0.0314,0.817,0.914,0.118,0.127,80.536,Theme From Trouble Man - Soundtrack Version
4562,Marvin Gaye,Marvin Gaye,1972,0.683,0.743,2,-7.016,1,0.041,0.0293,0.59,0.0847,0.677,89.774,"""T"" Stands For Trouble - Soundtrack Version"
4563,Marvin Gaye,Marvin Gaye,1972,0.454,0.499,9,-7.664,0,0.0316,0.693,0.579,0.29,0.512,107.216,Main Theme From Trouble Man - 1
4564,Marvin Gaye,Marvin Gaye,1972,0.252,0.227,5,-12.107,0,0.0325,0.976,0.695,0.112,0.0421,99.802,Life Is A Gamble - Soundtrack Version
4565,Marvin Gaye,Marvin Gaye,1972,0.202,0.292,9,-9.936,0,0.0334,0.553,0.296,0.406,0.0548,119.939,Deep In It - Soundtrack Version
4566,Marvin Gaye,Marvin Gaye,1972,0.311,0.51,2,-7.339,0,0.0316,0.242,0.185,0.55,0.312,87.407,"Don't Mess With Mr. ""T"" - Soundtrack Version"
4567,Marvin Gaye,Marvin Gaye,1972,0.345,0.39,7,-9.234,0,0.0345,0.9,0.76,0.151,0.593,142.635,"There Goes Mr. ""T"" - From ""Trouble Man"" Soundtrack"
4568,Marvin Gaye,Marvin Gaye,1972,0.49,0.605,0,-6.679,1,0.0275,0.0569,0.853,0.158,0.538,109.534,Main Theme From Trouble Man - Alternate Take With Strings
4569,Marvin Gaye,Marvin Gaye,1972,0.716,0.93,10,-5.695,0,0.0373,0.051,0.809,0.0773,0.959,105.173,"""T"" Plays It Cool - Unedited Version"
4570,Marvin Gaye,Marvin Gaye,1972,0.482,0.134,9,-11.075,0,0.0375,0.915,0.0136,0.113,0.0931,109.048,Poor Abbey Walsh - Pt. 2 / Take 1
4571,Marvin Gaye,Marvin Gaye,1972,0.508,0.107,2,-12.933,0,0.0352,0.938,0.103,0.122,0.0956,99.308,Poor Abbey Walsh - Pt. 2 / Take 2
4572,Marvin Gaye,Marvin Gaye,1972,0.472,0.395,9,-9.243,0,0.0346,0.604,8.55E-06,0.0941,0.357,137.289,Trouble Man - Extended Version
4573,Marvin Gaye,Marvin Gaye,1972,0.206,0.208,7,-10.857,0,0.0316,0.932,0.67,0.0733,0.131,127.119,Theme From Trouble Man - Vocal Version
4574,Marvin Gaye,Marvin Gaye,1972,0.676,0.905,2,-6.218,1,0.0554,0.0287,0.386,0.0544,0.867,89.298,"""T"" Stands For Trouble - Unedited Vocal Version"
4575,Marvin Gaye,Marvin Gaye,1972,0.639,0.775,2,-7.587,1,0.0613,0.0501,0.119,0.153,0.734,89.111,"""T"" Stands For Trouble - Alternate Version"
4576,Marvin Gaye,Marvin Gaye,1972,0.477,0.595,9,-5.757,0,0.032,0.109,0.136,0.103,0.521,106.498,Main Theme From Trouble Man - Vocal Version
4577,Marvin Gaye,Marvin Gaye,1972,0.514,0.393,9,-7.342,0,0.0334,0.915,1.26E-06,0.25,0.508,105.109,Trouble Man - Trouble Man Original Film Score
4578,Marvin Gaye,Marvin Gaye,1972,0.594,0.596,0,-8.533,1,0.0328,0.0517,0.000139,0.0575,0.857,116.854,Pool Hall - Trouble Man Original Film Score
4579,Marvin Gaye,Marvin Gaye,1972,0.7,0.83,8,-8.688,1,0.0329,0.00886,0.82,0.0903,0.958,104.541,"""T"" Plays It Cool - Trouble Man Original Film Score"
